Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
821,0.011457531,Low Risk,79.15,Medium Value,Low,"categorical__Partner_Yes, categorical__OnlineBackup_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__OnlineBackup_No, categorical__StreamingTV_Yes."
6276,0.011385784,Low Risk,20.35,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Contract_Two year","categorical__Contract_Month-to-month, numerical__MonthlyCharges, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Contract_Two year."
5879,0.011231649,Low Risk,61.05,Medium Value,Low,"categorical__StreamingTV_No, categorical__DeviceProtection_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__StreamingTV_No, categorical__DeviceProtection_No, categorical__Partner_Yes."
5172,0.011124845,Low Risk,20.0,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, numerical__TotalCharges."
3487,0.011118033,Low Risk,20.1,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
2443,0.011093744,Low Risk,109.55,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_No."
5407,0.011060126,Low Risk,63.55,Medium Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__StreamingTV_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__StreamingTV_No."
87,0.011040028,Low Risk,20.65,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
6595,0.010814602,Low Risk,82.55,Medium Value,Low,"categorical__Partner_Yes, categorical__PaymentMethod_Electronic check, categorical__OnlineBackup_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__PaymentMethod_Electronic check, categorical__OnlineBackup_No."
7019,0.010795108,Low Risk,20.15,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No."
3242,0.010739331,Low Risk,20.45,Low Value,Low,"numerical__tenure, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Partner_No, categorical__PaperlessBilling_No."
4479,0.010722672,Low Risk,24.45,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No."
5756,0.010602464,Low Risk,19.85,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No."
6427,0.01053927,Low Risk,20.15,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
993,0.010530293,Low Risk,26.1,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, numerical__TotalCharges."
4882,0.010510101,Low Risk,62.5,Medium Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes."
1440,0.010467164,Low Risk,19.9,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Contract_Two year, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__PaymentMethod_Credit card (automatic), numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Contract_Two year, categorical__Partner_Yes."
6435,0.010322491,Low Risk,50.2,Medium Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__OnlineSecurity_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__OnlineSecurity_No."
4686,0.0102566965,Low Risk,107.4,High Value,Low,"numerical__TotalCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, categorical__Contract_Month-to-month, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__TotalCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
4026,0.010115814,Low Risk,114.3,High Value,Low,"numerical__TotalCharges, categorical__InternetService_Fiber optic, categorical__Partner_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__TotalCharges, categorical__InternetService_Fiber optic, categorical__Partner_Yes."
437,0.010115814,Low Risk,114.05,High Value,Low,"numerical__TotalCharges, categorical__InternetService_Fiber optic, categorical__Partner_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__TotalCharges, categorical__InternetService_Fiber optic, categorical__Partner_Yes."
5582,0.010060966,Low Risk,24.0,Low Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__PaperlessBilling_No."
6794,0.009921475,Low Risk,19.55,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
447,0.009885604,Low Risk,25.05,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)."
4312,0.0095633995,Low Risk,82.1,Medium Value,Low,"categorical__PaperlessBilling_No, categorical__OnlineSecurity_No, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__OnlineSecurity_No, numerical__TotalCharges."
1587,0.00954238,Low Risk,26.3,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)."
1847,0.009504589,Low Risk,19.4,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, numerical__TotalCharges","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaymentMethod_Credit card (automatic)","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, numerical__TotalCharges."
5915,0.009445927,Low Risk,19.1,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_Yes, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_Yes, categorical__PaperlessBilling_No."
1978,0.009285688,Low Risk,69.75,Medium Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_No","categorical__Contract_Month-to-month, numerical__tenure, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_No."
5451,0.009144417,Low Risk,95.65,High Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic","numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic."
3992,0.00883553,Low Risk,84.7,High Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes."
2746,0.00867994,Low Risk,21.0,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
3996,0.008604558,Low Risk,20.75,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
6243,0.008526112,Low Risk,83.6,High Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingMovies_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingMovies_Yes."
4285,0.00852442,Low Risk,73.85,Medium Value,Low,"categorical__PaperlessBilling_No, categorical__DeviceProtection_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, numerical__TotalCharges, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__DeviceProtection_No, categorical__Partner_Yes."
3238,0.008441208,Low Risk,19.65,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaymentMethod_Credit card (automatic)","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
5659,0.008313007,Low Risk,71.9,Medium Value,Low,"categorical__StreamingTV_No, categorical__Partner_No, categorical__OnlineBackup_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__StreamingTV_No, categorical__Partner_No, categorical__OnlineBackup_No."
6887,0.008285808,Low Risk,24.3,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
6189,0.008186837,Low Risk,91.95,High Value,Low,"categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__MultipleLines_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__MultipleLines_No."
4581,0.008131163,Low Risk,20.8,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__InternetService_DSL."
2701,0.008046776,Low Risk,19.1,Low Value,Low,"categorical__gender_Female, numerical__TotalCharges, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, numerical__MonthlyCharges, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, numerical__TotalCharges, categorical__PaperlessBilling_No."
4715,0.008040217,Low Risk,86.4,High Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes."
6115,0.007938936,Low Risk,109.5,High Value,Low,"categorical__gender_Female, numerical__MonthlyCharges, categorical__InternetService_Fiber optic","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, numerical__MonthlyCharges, categorical__InternetService_Fiber optic."
4316,0.007899182,Low Risk,90.65,High Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_No, categorical__StreamingTV_Yes."
1292,0.007864375,Low Risk,84.5,High Value,Low,"categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_No, categorical__StreamingTV_Yes."
2917,0.00783692,Low Risk,19.95,Low Value,Low,"categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic), categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic), categorical__InternetService_DSL."
2814,0.007831101,Low Risk,48.7,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__DeviceProtection_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__DeviceProtection_No."
6659,0.007788388,Low Risk,92.3,High Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__MultipleLines_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__MultipleLines_No."
4744,0.0077547925,Low Risk,20.05,Low Value,Low,"categorical__Partner_No, categorical__InternetService_DSL, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__InternetService_DSL, categorical__PaperlessBilling_Yes."
5461,0.0077393423,Low Risk,65.1,Medium Value,Low,"categorical__gender_Female, categorical__StreamingTV_No, categorical__DeviceProtection_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__StreamingTV_No, categorical__DeviceProtection_No."
265,0.0077181137,Low Risk,88.1,High Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
4409,0.007611731,Low Risk,46.35,Low Value,Low,"categorical__PaperlessBilling_No, categorical__StreamingTV_No, categorical__InternetService_DSL","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__StreamingTV_No, categorical__InternetService_DSL."
2987,0.0075975745,Low Risk,20.1,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
968,0.0075864373,Low Risk,77.35,Medium Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_No."
4272,0.0075184796,Low Risk,25.15,Low Value,Low,"categorical__Partner_Yes, categorical__PaperlessBilling_Yes, categorical__MultipleLines_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__PaperlessBilling_Yes, categorical__MultipleLines_No."
1761,0.0073807696,Low Risk,24.45,Low Value,Low,"categorical__Partner_No, categorical__PaperlessBilling_Yes, categorical__MultipleLines_No","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__PaperlessBilling_Yes, categorical__MultipleLines_No."
4256,0.0073153544,Low Risk,26.0,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes."
4263,0.007271381,Low Risk,115.55,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__TotalCharges","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__TotalCharges."
2697,0.007267455,Low Risk,87.95,High Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
6656,0.0072631557,Low Risk,23.55,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
3761,0.007257585,Low Risk,82.65,Medium Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingMovies_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingMovies_Yes."
5181,0.0071476772,Low Risk,90.8,High Value,Low,"categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__MultipleLines_No","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__StreamingTV_Yes, categorical__MultipleLines_No."
2675,0.007111917,Low Risk,20.7,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
2040,0.0070953197,Low Risk,90.55,High Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__StreamingTV_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__StreamingTV_Yes."
2120,0.0070448373,Low Risk,21.0,Low Value,Low,"categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__PaperlessBilling_No, categorical__Partner_Yes."
4206,0.0070345215,Low Risk,116.8,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__TotalCharges","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__TotalCharges."
5429,0.006956212,Low Risk,79.5,Medium Value,Low,"categorical__gender_Female, categorical__StreamingTV_No, categorical__Partner_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__StreamingTV_No, categorical__Partner_Yes."
4158,0.0068402844,Low Risk,25.2,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
2972,0.0068198163,Low Risk,65.25,Medium Value,Low,"categorical__Partner_Yes, categorical__StreamingMovies_Yes, categorical__StreamingTV_Yes","numerical__tenure, categorical__Contract_Month-to-month, categorical__Contract_Two year","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_Yes, categorical__StreamingMovies_Yes, categorical__StreamingTV_Yes."
1284,0.0064365533,Low Risk,19.85,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__InternetService_DSL."
2470,0.0063919295,Low Risk,25.25,Low Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__PaperlessBilling_Yes."
3707,0.006336267,Low Risk,19.9,Low Value,Low,"categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)","categorical__Contract_Month-to-month, categorical__Contract_Two year, numerical__tenure","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__PaperlessBilling_No, categorical__Partner_Yes, categorical__PaymentMethod_Bank transfer (automatic)."
